,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2004-09-23,829.3200073242188,834.0,824.8499755859375,829.6799926757812,829.6799926757812,378900.0,361.3800048828125,362.3599853515625,359.3800048828125,359.5299987792969,359.5299987792969,218300.0
2004-09-24,828.780029296875,836.3800048828125,823.0499877929688,832.0999755859375,832.0999755859375,335400.0,359.7300109863281,362.5299987792969,359.7300109863281,362.25,362.25,172000.0
2004-09-30,829.9299926757812,836.5399780273438,827.1699829101562,835.0900268554688,835.0900268554688,290800.0,361.07000732421875,363.42999267578125,360.80999755859375,362.0799865722656,362.0799865722656,161400.0
2004-10-01,835.5,846.010009765625,834.75,846.010009765625,846.010009765625,296500.0,362.9700012207031,365.82000732421875,362.9700012207031,365.6499938964844,365.6499938964844,210900.0
2004-10-04,859.1199951171875,880.8400268554688,858.9199829101562,880.8400268554688,880.8400268554688,358500.0,369.69000244140625,371.7799987792969,369.5,371.6600036621094,371.6600036621094,234400.0
2004-10-05,882.5,887.6099853515625,876.5599975585938,884.8400268554688,884.8400268554688,368900.0,373.0400085449219,374.3900146484375,372.0199890136719,373.6300048828125,373.6300048828125,224300.0
2004-10-06,885.9400024414062,896.239990234375,879.5800170898438,887.4500122070312,887.4500122070312,391300.0,375.0899963378906,375.3900146484375,371.4700012207031,372.3299865722656,372.3299865722656,218600.0
2004-10-07,887.3900146484375,891.25,878.7999877929688,885.3300170898438,885.3300170898438,344400.0,373.17999267578125,374.8599853515625,369.67999267578125,370.5199890136719,370.5199890136719,216800.0
2004-10-08,877.8900146484375,892.1199951171875,877.3400268554688,881.3800048828125,881.3800048828125,458800.0,368.239990234375,372.04998779296875,368.239990234375,369.739990234375,369.739990234375,201200.0
2004-10-11,876.5599975585938,882.0499877929688,873.1599731445312,881.1099853515625,881.1099853515625,370300.0,369.6400146484375,373.9800109863281,369.3900146484375,373.94000244140625,373.94000244140625,194900.0
2004-10-12,878.25,878.5599975585938,856.6699829101562,858.0900268554688,858.0900268554688,373000.0,374.760009765625,375.489990234375,369.1099853515625,369.1099853515625,369.1099853515625,203300.0
2004-10-13,863.260009765625,866.0700073242188,852.6500244140625,856.1799926757812,856.1799926757812,319000.0,371.5299987792969,374.1600036621094,371.2799987792969,372.5400085449219,372.5400085449219,210700.0
2004-10-14,849.0900268554688,852.5599975585938,839.8699951171875,846.6300048828125,846.6300048828125,267500.0,371.3900146484375,371.5199890136719,368.6099853515625,369.95001220703125,369.95001220703125,197800.0
2004-10-15,837.9600219726562,849.9199829101562,833.4500122070312,841.9400024414062,841.9400024414062,288600.0,366.9100036621094,371.9200134277344,366.9100036621094,369.2799987792969,369.2799987792969,212800.0
2004-10-18,845.0,851.969970703125,840.5999755859375,848.27001953125,848.27001953125,296300.0,369.8399963378906,371.6600036621094,368.3599853515625,368.3599853515625,368.3599853515625,199900.0
2004-10-19,860.8699951171875,863.75,851.9199829101562,855.77001953125,855.77001953125,322600.0,371.1400146484375,372.1400146484375,369.6700134277344,370.0400085449219,370.0400085449219,204000.0
2004-10-20,851.4199829101562,851.4299926757812,827.6799926757812,828.6099853515625,828.6099853515625,385400.0,369.5799865722656,369.9200134277344,362.489990234375,362.6499938964844,362.6499938964844,187000.0
2004-10-21,830.239990234375,831.0499877929688,814.6400146484375,820.6300048828125,820.6300048828125,325400.0,363.4800109863281,364.3299865722656,356.55999755859375,358.25,358.25,190000.0
2004-10-22,824.1199951171875,832.0999755859375,822.2000122070312,828.1699829101562,828.1699829101562,272400.0,358.760009765625,361.3399963378906,357.92999267578125,359.2699890136719,359.2699890136719,171700.0
2004-10-25,816.1099853515625,816.5399780273438,801.010009765625,808.1400146484375,808.1400146484375,274800.0,355.7300109863281,355.9800109863281,351.8299865722656,353.489990234375,353.489990234375,168400.0
2004-10-26,812.1799926757812,817.0,809.7899780273438,813.7000122070312,813.7000122070312,260600.0,354.3399963378906,355.6600036621094,352.739990234375,353.45001220703125,353.45001220703125,165900.0
2004-10-27,820.72998046875,822.2999877929688,803.719970703125,809.9099731445312,809.9099731445312,303300.0,356.05999755859375,356.80999755859375,349.7099914550781,350.70001220703125,350.70001220703125,187200.0
2004-10-28,825.8499755859375,833.5399780273438,821.5399780273438,833.5399780273438,833.5399780273438,280800.0,354.7799987792969,355.5899963378906,353.2900085449219,355.57000732421875,355.57000732421875,176100.0
2004-10-29,826.8900146484375,835.260009765625,823.0700073242188,834.8400268554688,834.8400268554688,248700.0,354.2300109863281,357.489990234375,352.9100036621094,357.0400085449219,357.0400085449219,163800.0
2004-11-01,832.52001953125,842.1599731445312,831.3200073242188,835.6599731445312,835.6599731445312,221500.0,357.2300109863281,360.0199890136719,357.2300109863281,359.510009765625,359.510009765625,165900.0
2004-11-02,839.5900268554688,849.7100219726562,838.3900146484375,846.6699829101562,846.6699829101562,272100.0,360.260009765625,361.6099853515625,359.9599914550781,360.75,360.75,179400.0
2004-11-03,848.8300170898438,861.1599731445312,844.27001953125,861.0499877929688,861.0499877929688,255500.0,361.70001220703125,362.6499938964844,360.6499938964844,362.5899963378906,362.5899963378906,198600.0
2004-11-04,860.1900024414062,860.1900024414062,851.2000122070312,851.2000122070312,851.2000122070312,267200.0,363.489990234375,364.07000732421875,361.260009765625,361.2699890136719,361.2699890136719,178700.0
2004-11-05,862.4400024414062,865.3800048828125,857.739990234375,860.6799926757812,860.6799926757812,277600.0,363.57000732421875,364.7699890136719,362.32000732421875,362.70001220703125,362.70001220703125,232700.0
2004-11-08,865.6500244140625,865.9400024414062,845.7899780273438,846.1099853515625,846.1099853515625,269300.0,364.29998779296875,364.82000732421875,360.17999267578125,360.17999267578125,360.17999267578125,171800.0
2004-11-09,845.489990234375,850.1300048828125,840.239990234375,844.1500244140625,844.1500244140625,342600.0,360.6199951171875,361.6600036621094,359.4800109863281,360.2699890136719,360.2699890136719,209100.0
2004-11-10,847.530029296875,860.5399780273438,847.530029296875,860.5399780273438,860.5399780273438,291700.0,361.260009765625,362.55999755859375,361.2300109863281,361.9800109863281,361.9800109863281,205700.0
2004-11-11,856.6599731445312,867.25,855.510009765625,861.260009765625,861.260009765625,290900.0,361.8399963378906,364.0799865722656,361.8399963378906,362.94000244140625,362.94000244140625,180800.0
2004-11-12,875.47998046875,882.5900268554688,870.989990234375,876.6699829101562,876.6699829101562,298800.0,366.70001220703125,369.1700134277344,366.3399963378906,368.79998779296875,368.79998779296875,233300.0
2004-11-15,879.8800048828125,891.7100219726562,876.7000122070312,882.3300170898438,882.3300170898438,266400.0,371.4200134277344,373.42999267578125,370.9599914550781,372.9100036621094,372.9100036621094,241400.0
2004-11-16,882.969970703125,885.5499877929688,875.780029296875,876.6099853515625,876.6099853515625,300200.0,374.29998779296875,374.5899963378906,370.760009765625,370.8999938964844,370.8999938964844,229900.0
2004-11-17,881.260009765625,889.7100219726562,876.75,885.4199829101562,885.4199829101562,279100.0,371.95001220703125,375.9700012207031,371.8599853515625,375.8900146484375,375.8900146484375,240000.0
2004-11-18,886.3800048828125,888.0700073242188,874.9600219726562,875.8400268554688,875.8400268554688,345300.0,376.9100036621094,377.3500061035156,372.55999755859375,372.55999755859375,372.55999755859375,254500.0
2004-11-19,878.5900268554688,882.1199951171875,863.52001953125,867.030029296875,867.030029296875,360700.0,373.4200134277344,375.0,370.989990234375,372.5299987792969,372.5299987792969,217200.0
2004-11-22,857.3300170898438,858.4600219726562,844.1099853515625,849.989990234375,849.989990234375,247600.0,369.5,371.1600036621094,368.2900085449219,369.55999755859375,369.55999755859375,194700.0
2004-11-23,857.510009765625,862.4299926757812,851.1799926757812,860.4000244140625,860.4000244140625,285300.0,372.1099853515625,373.55999755859375,371.9100036621094,373.2200012207031,373.2200012207031,263300.0
2004-11-24,859.5,873.72998046875,855.3499755859375,872.5599975585938,872.5599975585938,317700.0,373.989990234375,374.70001220703125,372.7699890136719,374.1700134277344,374.1700134277344,242800.0
2004-11-25,873.8699951171875,879.9199829101562,871.1199951171875,872.489990234375,872.489990234375,257900.0,375.1700134277344,376.32000732421875,373.8399963378906,373.8399963378906,373.8399963378906,267100.0
2004-11-26,877.8200073242188,883.8499755859375,856.8900146484375,858.1199951171875,858.1199951171875,310300.0,374.29998779296875,375.739990234375,368.8699951171875,369.5400085449219,369.5400085449219,296900.0
2004-11-29,861.1699829101562,867.3699951171875,855.8099975585938,865.4000244140625,865.4000244140625,315900.0,370.4700012207031,371.20001220703125,369.0299987792969,370.260009765625,370.260009765625,219700.0
2004-11-30,865.780029296875,878.0599975585938,857.8499755859375,878.0599975585938,878.0599975585938,333100.0,370.82000732421875,373.42999267578125,370.42999267578125,373.42999267578125,373.42999267578125,232200.0
2004-12-01,874.469970703125,878.9099731445312,871.1300048828125,876.7999877929688,876.7999877929688,316600.0,373.92999267578125,376.5199890136719,373.92999267578125,376.1600036621094,376.1600036621094,241900.0
2004-12-02,891.1400146484375,893.510009765625,882.5800170898438,884.0999755859375,884.0999755859375,335600.0,380.6499938964844,381.07000732421875,379.3399963378906,379.3399963378906,379.3399963378906,322400.0
2004-12-03,890.5900268554688,893.4199829101562,877.4600219726562,882.5499877929688,882.5499877929688,331000.0,381.8299865722656,382.3699951171875,376.7900085449219,378.7200012207031,378.7200012207031,325800.0
2004-12-06,875.530029296875,876.3800048828125,867.7000122070312,870.75,870.75,280900.0,379.0799865722656,380.1300048828125,378.2799987792969,378.2799987792969,378.2799987792969,261500.0
2004-12-07,867.8300170898438,872.3900146484375,861.0700073242188,861.0700073242188,861.0700073242188,336200.0,378.3999938964844,380.8599853515625,376.6199951171875,376.8900146484375,376.8900146484375,295900.0
2004-12-08,855.530029296875,871.739990234375,855.0700073242188,871.739990234375,871.739990234375,346300.0,376.04998779296875,377.92999267578125,374.6099853515625,375.2799987792969,375.2799987792969,283100.0
2004-12-09,870.6099853515625,871.8699951171875,855.8800048828125,861.3099975585938,861.3099975585938,268400.0,376.0299987792969,377.45001220703125,374.0299987792969,375.5,375.5,285200.0
2004-12-10,862.1599731445312,862.77001953125,841.77001953125,844.8499755859375,844.8499755859375,259800.0,376.07000732421875,377.82000732421875,370.20001220703125,372.0799865722656,372.0799865722656,278000.0
2004-12-13,841.3400268554688,847.9199829101562,838.0999755859375,844.2000122070312,844.2000122070312,239800.0,372.7099914550781,373.57000732421875,371.54998779296875,372.1300048828125,372.1300048828125,244300.0
2004-12-14,846.02001953125,852.260009765625,842.7000122070312,849.4000244140625,849.4000244140625,277300.0,373.9700012207031,374.4100036621094,370.7699890136719,372.739990234375,372.739990234375,316600.0
2004-12-15,854.989990234375,868.8699951171875,853.6400146484375,868.8400268554688,868.8400268554688,311200.0,374.3299865722656,379.489990234375,374.3299865722656,379.32000732421875,379.32000732421875,320300.0
2004-12-16,869.9199829101562,878.6699829101562,868.9000244140625,873.7000122070312,873.7000122070312,325700.0,381.25,382.0,379.510009765625,380.2200012207031,380.2200012207031,277600.0
2004-12-17,874.22998046875,880.9500122070312,868.6099853515625,875.1300048828125,875.1300048828125,446400.0,381.05999755859375,382.0799865722656,379.760009765625,381.44000244140625,381.44000244140625,300700.0
2004-12-20,872.2999877929688,884.489990234375,870.5999755859375,884.3099975585938,884.3099975585938,359900.0,381.1199951171875,384.260009765625,381.1199951171875,382.7099914550781,382.7099914550781,291400.0
2004-12-21,882.9000244140625,887.3800048828125,876.3499755859375,882.8200073242188,882.8200073242188,350600.0,384.17999267578125,384.7200012207031,379.70001220703125,380.4700012207031,380.4700012207031,292400.0
2004-12-22,888.2000122070312,890.8099975585938,880.3800048828125,883.3800048828125,883.3800048828125,325400.0,383.04998779296875,383.7799987792969,380.5400085449219,380.5400085449219,380.5400085449219,345000.0
2004-12-23,890.3200073242188,890.3200073242188,873.1099853515625,876.8800048828125,876.8800048828125,272300.0,382.4200134277344,382.79998779296875,376.5299987792969,376.6499938964844,376.6499938964844,352900.0
2004-12-24,877.4000244140625,879.9199829101562,872.9199829101562,879.9199829101562,879.9199829101562,283200.0,376.3900146484375,377.92999267578125,374.3699951171875,375.1199951171875,375.1199951171875,350600.0
2004-12-27,881.8200073242188,882.780029296875,873.8400268554688,876.97998046875,876.97998046875,229700.0,375.2699890136719,376.8800048828125,374.2900085449219,374.4599914550781,374.4599914550781,276900.0
2004-12-28,874.530029296875,881.280029296875,872.3300170898438,878.4299926757812,878.4299926757812,307700.0,373.54998779296875,375.0400085449219,370.6300048828125,370.7699890136719,370.7699890136719,377900.0
2004-12-29,869.22998046875,884.27001953125,868.0399780273438,884.27001953125,884.27001953125,257900.0,369.80999755859375,372.79998779296875,369.80999755859375,372.79998779296875,372.79998779296875,268000.0
2004-12-30,886.2000122070312,896.0999755859375,885.4299926757812,895.9199829101562,895.9199829101562,248600.0,372.5799865722656,380.3299865722656,372.5799865722656,380.3299865722656,380.3299865722656,274900.0
2005-01-03,896.0,897.5900268554688,890.9299926757812,893.7100219726562,893.7100219726562,252600.0,383.80999755859375,390.5299987792969,383.55999755859375,390.3999938964844,390.3999938964844,292800.0
2005-01-04,890.5599975585938,895.4000244140625,884.9400024414062,886.9000244140625,886.9000244140625,331600.0,391.75,394.0799865722656,390.94000244140625,393.0,393.0,354500.0
2005-01-05,874.9199829101562,885.2000122070312,873.1799926757812,885.1900024414062,885.1900024414062,343100.0,392.5899963378906,399.67999267578125,391.75,399.67999267578125,399.67999267578125,429900.0
2005-01-06,878.22998046875,886.3099975585938,871.280029296875,871.280029296875,871.280029296875,394700.0,403.67999267578125,411.8299865722656,398.510009765625,404.1499938964844,404.1499938964844,574400.0
2005-01-07,876.3599853515625,878.8900146484375,866.719970703125,870.8400268554688,870.8400268554688,294800.0,407.5799865722656,409.1199951171875,402.70001220703125,408.1700134277344,408.1700134277344,438500.0
2005-01-10,872.8200073242188,875.0,866.1699829101562,874.1799926757812,874.1799926757812,276000.0,413.17999267578125,418.9700012207031,413.17999267578125,418.7099914550781,418.7099914550781,433900.0
2005-01-11,874.7899780273438,884.2899780273438,869.9099731445312,884.2899780273438,884.2899780273438,364400.0,421.69000244140625,422.239990234375,412.8800048828125,416.55999755859375,416.55999755859375,460800.0
2005-01-12,884.469970703125,886.7899780273438,878.030029296875,880.030029296875,880.030029296875,321600.0,417.489990234375,419.57000732421875,413.67999267578125,414.6300048828125,414.6300048828125,444700.0
2005-01-13,881.3900146484375,886.72998046875,876.719970703125,885.5399780273438,885.5399780273438,290700.0,417.260009765625,423.05999755859375,417.260009765625,423.05999755859375,423.05999755859375,452500.0
2005-01-14,879.8300170898438,905.52001953125,877.4400024414062,905.0999755859375,905.0999755859375,356800.0,422.54998779296875,429.0199890136719,422.5,428.3999938964844,428.3999938964844,505900.0
2005-01-17,915.219970703125,925.010009765625,912.6799926757812,923.0800170898438,923.0800170898438,416700.0,436.1700134277344,446.05999755859375,436.1700134277344,446.0400085449219,446.0400085449219,539700.0
2005-01-18,923.52001953125,926.8499755859375,920.0800170898438,920.5700073242188,920.5700073242188,432800.0,452.010009765625,452.2799987792969,444.57000732421875,449.0199890136719,449.0199890136719,577900.0
2005-01-19,923.3599853515625,926.7100219726562,914.2999877929688,916.27001953125,916.27001953125,415600.0,453.7300109863281,456.94000244140625,450.8599853515625,455.5899963378906,455.5899963378906,627000.0
2005-01-20,910.4000244140625,914.9299926757812,907.510009765625,909.3699951171875,909.3699951171875,467100.0,456.2799987792969,457.8900146484375,443.95001220703125,450.6300048828125,450.6300048828125,709400.0
2005-01-21,910.0399780273438,920.3499755859375,906.22998046875,919.6099853515625,919.6099853515625,463500.0,450.20001220703125,460.7699890136719,450.20001220703125,460.6199951171875,460.6199951171875,607800.0
2005-01-24,918.2100219726562,928.52001953125,911.75,923.1099853515625,923.1099853515625,527600.0,466.20001220703125,474.5299987792969,466.20001220703125,472.75,472.75,603700.0
2005-01-25,915.9400024414062,918.0800170898438,911.260009765625,915.0999755859375,915.0999755859375,486500.0,476.94000244140625,477.3399963378906,463.8999938964844,467.2900085449219,467.2900085449219,691500.0
2005-01-26,918.75,930.2000122070312,917.0900268554688,927.0,927.0,492300.0,474.2799987792969,477.010009765625,461.0299987792969,468.489990234375,468.489990234375,730300.0
2005-01-27,928.6699829101562,930.5900268554688,920.9299926757812,924.8699951171875,924.8699951171875,500500.0,470.9200134277344,473.2300109863281,459.989990234375,466.45001220703125,466.45001220703125,663700.0
2005-01-28,924.0900268554688,924.9099731445312,915.739990234375,921.5900268554688,921.5900268554688,393200.0,466.5,471.17999267578125,464.55999755859375,468.5299987792969,468.5299987792969,586800.0
2005-01-31,920.989990234375,934.0999755859375,920.989990234375,932.7000122070312,932.7000122070312,466800.0,468.2699890136719,475.3399963378906,468.2699890136719,472.95001220703125,472.95001220703125,571900.0
2005-02-01,930.1599731445312,931.8599853515625,923.0800170898438,923.6900024414062,923.6900024414062,434700.0,477.4599914550781,478.2799987792969,470.7699890136719,472.739990234375,472.739990234375,552600.0
2005-02-02,925.97998046875,926.5399780273438,918.4400024414062,921.4400024414062,921.4400024414062,453700.0,475.1099853515625,475.6499938964844,464.17999267578125,466.0400085449219,466.0400085449219,536100.0
2005-02-03,922.4299926757812,930.72998046875,921.0399780273438,928.7899780273438,928.7899780273438,398300.0,466.0,468.92999267578125,461.7699890136719,461.7799987792969,461.7799987792969,555200.0
2005-02-04,928.2100219726562,936.4500122070312,926.0999755859375,933.5499877929688,933.5499877929688,385500.0,461.8599853515625,468.1600036621094,461.8599853515625,465.510009765625,465.510009765625,478800.0
2005-02-07,942.1500244140625,949.4500122070312,941.1400146484375,949.1900024414062,949.1900024414062,421400.0,470.94000244140625,481.8299865722656,470.94000244140625,481.3999938964844,481.3999938964844,458900.0
2005-02-11,944.280029296875,947.9400024414062,936.1699829101562,947.22998046875,947.22998046875,382000.0,480.3699951171875,487.4100036621094,479.8699951171875,486.8800048828125,486.8800048828125,528600.0
2005-02-14,957.219970703125,967.7999877929688,954.3599853515625,964.7899780273438,964.7899780273438,537100.0,495.6600036621094,504.8500061035156,495.6600036621094,503.239990234375,503.239990234375,607500.0
2005-02-15,965.739990234375,968.8800048828125,961.0700073242188,968.8800048828125,968.8800048828125,547900.0,510.0199890136719,510.7099914550781,506.1000061035156,508.0899963378906,508.0899963378906,645200.0
2005-02-16,973.6099853515625,979.0,965.5800170898438,971.5599975585938,971.5599975585938,557300.0,514.27001953125,514.989990234375,501.8599853515625,513.25,513.25,651100.0
2005-02-17,972.9000244140625,974.77001953125,968.530029296875,972.5599975585938,972.5599975585938,511700.0,515.9400024414062,519.2000122070312,513.5499877929688,515.0399780273438,515.0399780273438,628500.0
2005-02-18,969.1300048828125,984.0999755859375,967.0399780273438,984.0999755859375,984.0999755859375,543700.0,510.9800109863281,515.8499755859375,509.32000732421875,510.6600036621094,510.6600036621094,621100.0
2005-02-21,992.4600219726562,992.4600219726562,982.9600219726562,988.7100219726562,988.7100219726562,629100.0,513.760009765625,516.510009765625,503.8800048828125,508.6099853515625,508.6099853515625,569000.0
2005-02-22,988.6300048828125,990.6199951171875,975.5700073242188,977.7999877929688,977.7999877929688,631000.0,508.5400085449219,511.3800048828125,492.8699951171875,494.8299865722656,494.8299865722656,569600.0
2005-02-23,968.1599731445312,971.7100219726562,963.9000244140625,968.4299926757812,968.4299926757812,483600.0,485.6099853515625,492.8399963378906,485.0799865722656,490.2799987792969,490.2799987792969,558000.0
2005-02-24,972.9500122070312,989.27001953125,971.5399780273438,987.0999755859375,987.0999755859375,581300.0,493.4700012207031,502.95001220703125,493.4700012207031,497.6099853515625,497.6099853515625,546900.0
2005-02-25,994.010009765625,1000.260009765625,990.2000122070312,996.9500122070312,996.9500122070312,531400.0,502.07000732421875,504.95001220703125,492.3399963378906,494.8699951171875,494.8699951171875,532800.0
2005-02-28,1003.6500244140625,1011.6500244140625,999.0999755859375,1011.3599853515625,1011.3599853515625,534100.0,500.75,501.2799987792969,495.54998779296875,498.3800048828125,498.3800048828125,471000.0
2005-03-02,1015.1599731445312,1015.510009765625,1003.1099853515625,1007.47998046875,1007.47998046875,721300.0,501.8800048828125,502.92999267578125,494.1300048828125,498.54998779296875,498.54998779296875,474600.0
2005-03-03,1008.219970703125,1015.280029296875,999.8599853515625,1010.9199829101562,1010.9199829101562,615900.0,498.57000732421875,500.239990234375,490.5400085449219,498.57000732421875,498.57000732421875,480900.0
2005-03-04,1013.7899780273438,1016.1799926757812,1007.6799926757812,1012.9600219726562,1012.9600219726562,587300.0,499.45001220703125,503.2300109863281,497.6099853515625,501.8999938964844,501.8999938964844,470600.0
2005-03-07,1021.6300048828125,1025.0799560546875,998.8900146484375,1007.5,1007.5,599500.0,506.79998779296875,507.5,490.8800048828125,495.32000732421875,495.32000732421875,478800.0
2005-03-08,1010.6199951171875,1012.4000244140625,995.9199829101562,1000.280029296875,1000.280029296875,588700.0,497.1400146484375,498.5400085449219,476.4200134277344,481.9800109863281,481.9800109863281,464400.0
2005-03-09,996.8599853515625,1008.7899780273438,990.4400024414062,1008.7899780273438,1008.7899780273438,532600.0,478.1700134277344,483.3800048828125,472.3999938964844,481.9800109863281,481.9800109863281,405600.0
2005-03-10,1007.2100219726562,1012.8099975585938,998.6599731445312,998.6599731445312,998.6599731445312,591300.0,478.82000732421875,484.5899963378906,478.82000732421875,482.6700134277344,482.6700134277344,401200.0
2005-03-11,1006.5,1022.7899780273438,1006.5,1022.7899780273438,1022.7899780273438,699400.0,483.6700134277344,490.8699951171875,483.6700134277344,490.739990234375,490.739990234375,454300.0
2005-03-14,1018.3300170898438,1021.2999877929688,1015.1699829101562,1019.6900024414062,1019.6900024414062,550400.0,492.44000244140625,495.44000244140625,492.04998779296875,493.989990234375,493.989990234375,374300.0
2005-03-15,1024.0799560546875,1024.3399658203125,992.4600219726562,993.1300048828125,993.1300048828125,741300.0,497.9200134277344,498.4700012207031,481.69000244140625,482.0199890136719,482.0199890136719,463800.0
2005-03-16,990.5399780273438,997.5700073242188,982.219970703125,993.1300048828125,993.1300048828125,669600.0,480.79998779296875,485.5299987792969,472.0400085449219,483.6600036621094,483.6600036621094,465900.0
2005-03-17,983.52001953125,988.3699951171875,972.9000244140625,980.0499877929688,980.0499877929688,745000.0,479.42999267578125,482.489990234375,471.69000244140625,471.739990234375,471.739990234375,474600.0
2005-03-18,981.1300048828125,988.3699951171875,977.2899780273438,979.719970703125,979.719970703125,664800.0,471.05999755859375,474.3900146484375,464.739990234375,465.4800109863281,465.4800109863281,410200.0
2005-03-21,979.3099975585938,986.8800048828125,968.9500122070312,979.27001953125,979.27001953125,530900.0,466.1499938964844,467.4700012207031,462.1700134277344,463.4200134277344,463.4200134277344,391200.0
2005-03-22,978.0900268554688,986.1500244140625,972.9400024414062,980.4099731445312,980.4099731445312,520600.0,462.92999267578125,467.0400085449219,460.2699890136719,460.67999267578125,460.67999267578125,436300.0
2005-03-23,974.219970703125,980.6500244140625,964.0800170898438,966.8099975585938,966.8099975585938,519700.0,459.0400085449219,461.8399963378906,452.260009765625,452.9100036621094,452.9100036621094,395600.0
2005-03-24,970.2899780273438,972.8499755859375,949.97998046875,956.3300170898438,956.3300170898438,542400.0,457.5199890136719,458.6199951171875,444.2099914550781,449.3500061035156,449.3500061035156,372000.0
2005-03-25,960.6500244140625,965.4199829101562,956.4500122070312,965.2999877929688,965.2999877929688,594100.0,451.30999755859375,456.1499938964844,449.6099853515625,456.1499938964844,456.1499938964844,366700.0
2005-03-28,969.47998046875,981.5399780273438,969.47998046875,977.7000122070312,977.7000122070312,607900.0,460.42999267578125,464.3800048828125,458.4700012207031,459.80999755859375,459.80999755859375,400000.0
2005-03-29,977.97998046875,978.469970703125,956.3400268554688,958.9600219726562,958.9600219726562,524500.0,460.8599853515625,461.25,451.739990234375,453.239990234375,453.239990234375,366500.0
2005-03-30,952.4000244140625,957.0800170898438,946.4099731445312,955.4500122070312,955.4500122070312,443000.0,452.80999755859375,455.1000061035156,450.05999755859375,455.04998779296875,455.04998779296875,321600.0
2005-03-31,969.8499755859375,970.3800048828125,961.5399780273438,965.6799926757812,965.6799926757812,435300.0,461.0400085449219,461.4599914550781,453.5199890136719,455.0299987792969,455.0299987792969,342500.0
2005-04-01,963.780029296875,982.489990234375,963.5700073242188,981.9000244140625,981.9000244140625,480900.0,453.3500061035156,462.29998779296875,453.3500061035156,462.2300109863281,462.2300109863281,337100.0
2005-04-04,981.0,984.0900268554688,976.280029296875,982.5,982.5,458800.0,463.4100036621094,464.8699951171875,461.6600036621094,461.8800048828125,461.8800048828125,292400.0
2005-04-06,985.6500244140625,990.3400268554688,975.280029296875,988.0,988.0,473800.0,463.8900146484375,465.54998779296875,461.9800109863281,463.6000061035156,463.6000061035156,349800.0
2005-04-07,991.3599853515625,993.030029296875,985.8699951171875,988.9000244140625,988.9000244140625,571300.0,465.6400146484375,466.69000244140625,461.82000732421875,463.0799865722656,463.0799865722656,396000.0
2005-04-08,995.8699951171875,996.9000244140625,989.5599975585938,992.1699829101562,992.1699829101562,489900.0,467.1199951171875,467.5799865722656,463.8500061035156,463.8999938964844,463.8999938964844,469300.0
2005-04-11,988.2100219726562,988.5,981.739990234375,985.9400024414062,985.9400024414062,411800.0,463.6300048828125,463.739990234375,461.2099914550781,462.8699951171875,462.8699951171875,371400.0
2005-04-12,982.4400024414062,985.989990234375,979.72998046875,981.7899780273438,981.7899780273438,477500.0,462.8599853515625,464.8500061035156,460.82000732421875,460.8699951171875,460.8699951171875,370200.0
2005-04-13,985.8200073242188,986.8200073242188,979.3099975585938,981.3099975585938,981.3099975585938,438100.0,463.4800109863281,464.45001220703125,460.54998779296875,460.8999938964844,460.8999938964844,462500.0
2005-04-14,973.4000244140625,973.8599853515625,953.9199829101562,953.9199829101562,953.9199829101562,419600.0,458.1199951171875,458.6099853515625,454.17999267578125,455.54998779296875,455.54998779296875,380200.0
2005-04-15,954.6099853515625,955.3800048828125,940.0399780273438,947.219970703125,947.219970703125,378300.0,452.7699890136719,453.3299865722656,446.75,449.0799865722656,449.0799865722656,373600.0
2005-04-18,930.8499755859375,934.3699951171875,917.4099731445312,925.0,925.0,367600.0,441.8500061035156,441.8800048828125,426.1499938964844,429.7300109863281,429.7300109863281,435700.0
2005-04-19,931.5999755859375,936.7000122070312,928.77001953125,932.4500122070312,932.4500122070312,360800.0,432.8299865722656,437.8500061035156,432.8299865722656,437.7300109863281,437.7300109863281,433800.0
2005-04-20,940.3599853515625,948.72998046875,930.0599975585938,937.3599853515625,937.3599853515625,410500.0,442.0199890136719,447.1499938964844,440.45001220703125,442.20001220703125,442.20001220703125,482000.0
2005-04-21,925.1699829101562,941.6300048828125,916.739990234375,939.1400146484375,939.1400146484375,443300.0,437.1199951171875,440.4200134277344,433.3299865722656,439.8299865722656,439.8299865722656,439100.0
2005-04-22,952.7999877929688,952.9600219726562,940.780029296875,940.7899780273438,940.7899780273438,438300.0,448.55999755859375,449.57000732421875,442.6300048828125,442.6300048828125,442.6300048828125,518800.0
2005-04-25,936.25,946.8699951171875,932.760009765625,946.1699829101562,946.1699829101562,387300.0,440.70001220703125,445.3699951171875,439.4599914550781,443.8999938964844,443.8999938964844,452200.0
2005-04-26,947.3099975585938,949.3300170898438,944.2999877929688,944.4600219726562,944.4600219726562,429900.0,447.1000061035156,447.3399963378906,441.94000244140625,441.989990234375,441.989990234375,518700.0
2005-04-27,936.3400268554688,936.3699951171875,924.4400024414062,930.1599731445312,930.1599731445312,398200.0,439.30999755859375,439.7099914550781,434.989990234375,436.6499938964844,436.6499938964844,517800.0
2005-04-28,931.3400268554688,931.9600219726562,917.7100219726562,917.72998046875,917.72998046875,369800.0,439.7699890136719,440.489990234375,430.7799987792969,431.1700134277344,431.1700134277344,495900.0
